method,split,regime,task,seed,episodes,success_rate,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,calibration_error
proposed_negative_transfer_guard,combined_stress,low_friction,slip_limited_grasp,0,84,0.785714,0.084260,0.606034,0.057683,0.231957,0.077787
proposed_negative_transfer_guard,combined_stress,low_friction,slip_limited_grasp,1,84,0.797619,0.084812,0.606844,0.057817,0.232115,0.078195
proposed_negative_transfer_guard,combined_stress,low_friction,slip_limited_grasp,2,84,0.726190,0.085364,0.607654,0.060034,0.233773,0.078603
proposed_negative_transfer_guard,combined_stress,low_friction,slip_limited_grasp,3,84,0.654762,0.085916,0.608464,0.062251,0.235430,0.079011
proposed_negative_transfer_guard,combined_stress,low_friction,slip_limited_grasp,4,84,0.666667,0.074462,0.609274,0.061183,0.235588,0.071151
proposed_negative_transfer_guard,combined_stress,low_friction,slip_limited_grasp,5,84,0.678571,0.075014,0.610084,0.061317,0.235746,0.071559
proposed_negative_transfer_guard,combined_stress,low_friction,slip_limited_grasp,6,84,0.654762,0.075566,0.610894,0.062344,0.236546,0.071967
proposed_negative_transfer_guard,combined_stress,low_friction,peg_in_hole_contact_search,0,84,0.761905,0.074694,0.589217,0.057550,0.229198,0.077554
proposed_negative_transfer_guard,combined_stress,low_friction,peg_in_hole_contact_search,1,84,0.690476,0.075294,0.572090,0.059803,0.230887,0.077996
proposed_negative_transfer_guard,combined_stress,low_friction,peg_in_hole_contact_search,2,84,0.595238,0.075894,0.572972,0.062652,0.233006,0.078437
proposed_negative_transfer_guard,combined_stress,low_friction,peg_in_hole_contact_search,3,84,0.678571,0.076494,0.573854,0.061037,0.231910,0.070874
proposed_negative_transfer_guard,combined_stress,low_friction,peg_in_hole_contact_search,4,84,0.750000,0.077094,0.574736,0.059719,0.231028,0.071315
proposed_negative_transfer_guard,combined_stress,low_friction,peg_in_hole_contact_search,5,84,0.666667,0.077694,0.575618,0.062271,0.232932,0.071756
proposed_negative_transfer_guard,combined_stress,low_friction,peg_in_hole_contact_search,6,84,0.654762,0.078294,0.576500,0.063036,0.233550,0.072198
proposed_negative_transfer_guard,combined_stress,low_friction,cloth_edge_pull,0,84,0.726190,0.085324,0.618006,0.065122,0.232393,0.077072
proposed_negative_transfer_guard,combined_stress,low_friction,cloth_edge_pull,1,84,0.607143,0.085858,0.600780,0.060511,0.234895,0.077468
proposed_negative_transfer_guard,combined_stress,low_friction,cloth_edge_pull,2,84,0.678571,0.074386,0.601563,0.057942,0.233970,0.077600
proposed_negative_transfer_guard,combined_stress,low_friction,cloth_edge_pull,3,84,0.726190,0.074920,0.602346,0.057169,0.233473,0.077995
proposed_negative_transfer_guard,combined_stress,low_friction,cloth_edge_pull,4,84,0.583333,0.075454,0.603129,0.061158,0.236404,0.078391
proposed_negative_transfer_guard,combined_stress,low_friction,cloth_edge_pull,5,84,0.607143,0.075988,0.603912,0.060980,0.236335,0.078787
proposed_negative_transfer_guard,combined_stress,low_friction,cloth_edge_pull,6,84,0.666667,0.076522,0.604695,0.059910,0.235624,0.071179
proposed_negative_transfer_guard,combined_stress,low_friction,cable_threading,0,84,0.535714,0.083558,0.620395,0.068163,0.234525,0.075005
proposed_negative_transfer_guard,combined_stress,low_friction,cable_threading,1,84,0.642857,0.084092,0.621178,0.065902,0.232957,0.075400
proposed_negative_transfer_guard,combined_stress,low_friction,cable_threading,2,84,0.535714,0.084626,0.621961,0.068998,0.235245,0.075796
proposed_negative_transfer_guard,combined_stress,low_friction,cable_threading,3,84,0.738095,0.085160,0.622744,0.064356,0.231962,0.076192
proposed_negative_transfer_guard,combined_stress,low_friction,cable_threading,4,84,0.607143,0.085694,0.605518,0.068047,0.234679,0.076588
proposed_negative_transfer_guard,combined_stress,low_friction,cable_threading,5,84,0.630952,0.086228,0.606301,0.067869,0.234611,0.076983
proposed_negative_transfer_guard,combined_stress,low_friction,cable_threading,6,84,0.607143,0.074756,0.607084,0.059677,0.235399,0.077115
proposed_negative_transfer_guard,combined_stress,low_friction,lid_twist_force_control,0,84,0.642857,0.080535,0.578933,0.062894,0.234245,0.074622
proposed_negative_transfer_guard,combined_stress,low_friction,lid_twist_force_control,1,84,0.678571,0.081117,0.579788,0.062455,0.233994,0.075051
proposed_negative_transfer_guard,combined_stress,low_friction,lid_twist_force_control,2,84,0.750000,0.081699,0.580643,0.061124,0.233100,0.075480
proposed_negative_transfer_guard,combined_stress,low_friction,lid_twist_force_control,3,84,0.761905,0.082281,0.581498,0.061281,0.233278,0.075909
proposed_negative_transfer_guard,combined_stress,low_friction,lid_twist_force_control,4,84,0.642857,0.082863,0.582353,0.064711,0.235813,0.076337
proposed_negative_transfer_guard,combined_stress,low_friction,lid_twist_force_control,5,84,0.702381,0.083445,0.583208,0.063677,0.235133,0.076766
proposed_negative_transfer_guard,combined_stress,low_friction,lid_twist_force_control,6,84,0.690476,0.084027,0.566054,0.064429,0.235739,0.077195
proposed_negative_transfer_guard,combined_stress,soft_compliance,slip_limited_grasp,0,84,0.619048,0.084338,0.594218,0.063582,0.235241,0.077048
proposed_negative_transfer_guard,combined_stress,soft_compliance,slip_limited_grasp,1,84,0.630952,0.084908,0.595055,0.063729,0.235411,0.077469
proposed_negative_transfer_guard,combined_stress,soft_compliance,slip_limited_grasp,2,84,0.630952,0.085478,0.595892,0.064174,0.235795,0.077889
proposed_negative_transfer_guard,combined_stress,soft_compliance,slip_limited_grasp,3,84,0.714286,0.086048,0.596729,0.062536,0.234679,0.078310
proposed_negative_transfer_guard,combined_stress,soft_compliance,slip_limited_grasp,4,84,0.690476,0.086618,0.597566,0.063576,0.235491,0.078730
proposed_negative_transfer_guard,combined_stress,soft_compliance,slip_limited_grasp,5,84,0.642857,0.087188,0.598403,0.065211,0.236733,0.079151
proposed_negative_transfer_guard,combined_stress,soft_compliance,slip_limited_grasp,6,84,0.571429,0.087758,0.599240,0.067442,0.238402,0.079571
proposed_negative_transfer_guard,combined_stress,soft_compliance,peg_in_hole_contact_search,0,84,0.630952,0.077130,0.580938,0.064363,0.233411,0.078440
proposed_negative_transfer_guard,combined_stress,soft_compliance,peg_in_hole_contact_search,1,84,0.654762,0.077748,0.581847,0.064250,0.233398,0.078894
proposed_negative_transfer_guard,combined_stress,soft_compliance,peg_in_hole_contact_search,2,84,0.690476,0.078366,0.582756,0.063839,0.233171,0.079347
proposed_negative_transfer_guard,combined_stress,soft_compliance,peg_in_hole_contact_search,3,84,0.619048,0.078984,0.583665,0.066106,0.234873,0.071797
proposed_negative_transfer_guard,combined_stress,soft_compliance,peg_in_hole_contact_search,4,84,0.642857,0.079602,0.584574,0.065993,0.234861,0.072250
proposed_negative_transfer_guard,combined_stress,soft_compliance,peg_in_hole_contact_search,5,84,0.690476,0.080220,0.585483,0.065284,0.234419,0.072704
proposed_negative_transfer_guard,combined_stress,soft_compliance,peg_in_hole_contact_search,6,84,0.690476,0.080838,0.586392,0.065766,0.234835,0.073158
proposed_negative_transfer_guard,combined_stress,soft_compliance,cloth_edge_pull,0,84,0.511905,0.079336,0.615100,0.067560,0.240494,0.072157
proposed_negative_transfer_guard,combined_stress,soft_compliance,cloth_edge_pull,1,84,0.583333,0.079888,0.615910,0.066206,0.239580,0.072565
proposed_negative_transfer_guard,combined_stress,soft_compliance,cloth_edge_pull,2,84,0.702381,0.080440,0.598711,0.063661,0.237809,0.072973
proposed_negative_transfer_guard,combined_stress,soft_compliance,cloth_edge_pull,3,84,0.595238,0.080992,0.599521,0.066770,0.232106,0.073381
proposed_negative_transfer_guard,combined_stress,soft_compliance,cloth_edge_pull,4,84,0.607143,0.081544,0.600331,0.066904,0.232263,0.073789
proposed_negative_transfer_guard,combined_stress,soft_compliance,cloth_edge_pull,5,84,0.595238,0.082096,0.601141,0.067633,0.232850,0.074197
proposed_negative_transfer_guard,combined_stress,soft_compliance,cloth_edge_pull,6,84,0.583333,0.082648,0.601951,0.068362,0.233436,0.074605
proposed_negative_transfer_guard,combined_stress,soft_compliance,cable_threading,0,84,0.583333,0.089036,0.616679,0.064840,0.237552,0.077985
proposed_negative_transfer_guard,combined_stress,soft_compliance,cable_threading,1,84,0.630952,0.077582,0.617489,0.062880,0.237067,0.078129
proposed_negative_transfer_guard,combined_stress,soft_compliance,cable_threading,2,84,0.559524,0.078134,0.618299,0.065097,0.238725,0.078537
proposed_negative_transfer_guard,combined_stress,soft_compliance,cable_threading,3,84,0.571429,0.078686,0.619109,0.065231,0.238882,0.078945
proposed_negative_transfer_guard,combined_stress,soft_compliance,cable_threading,4,84,0.583333,0.079238,0.619919,0.065364,0.239040,0.079354
proposed_negative_transfer_guard,combined_stress,soft_compliance,cable_threading,5,84,0.571429,0.079790,0.620729,0.066093,0.239626,0.079762
proposed_negative_transfer_guard,combined_stress,soft_compliance,cable_threading,6,84,0.642857,0.080342,0.603530,0.064739,0.238713,0.080170
proposed_negative_transfer_guard,combined_stress,soft_compliance,lid_twist_force_control,0,84,0.738095,0.078507,0.563958,0.060630,0.231410,0.072434
proposed_negative_transfer_guard,combined_stress,soft_compliance,lid_twist_force_control,1,84,0.714286,0.079107,0.564840,0.061694,0.232243,0.072875
proposed_negative_transfer_guard,combined_stress,soft_compliance,lid_twist_force_control,2,84,0.690476,0.079707,0.565722,0.062757,0.233075,0.073316
proposed_negative_transfer_guard,combined_stress,soft_compliance,lid_twist_force_control,3,84,0.702381,0.080307,0.566604,0.062927,0.233265,0.073757
proposed_negative_transfer_guard,combined_stress,soft_compliance,lid_twist_force_control,4,84,0.714286,0.080907,0.567486,0.063098,0.233455,0.074198
proposed_negative_transfer_guard,combined_stress,soft_compliance,lid_twist_force_control,5,84,0.583333,0.081507,0.568368,0.066839,0.236216,0.074640
proposed_negative_transfer_guard,combined_stress,soft_compliance,lid_twist_force_control,6,84,0.678571,0.082107,0.569250,0.064926,0.234906,0.075081
proposed_negative_transfer_guard,combined_stress,texture_aliasing,slip_limited_grasp,0,84,0.785714,0.088203,0.600408,0.062837,0.232157,0.080009
proposed_negative_transfer_guard,combined_stress,texture_aliasing,slip_limited_grasp,1,84,0.702381,0.088779,0.601254,0.065370,0.234045,0.080434
proposed_negative_transfer_guard,combined_stress,texture_aliasing,slip_limited_grasp,2,84,0.738095,0.089355,0.602100,0.064927,0.233790,0.080859
proposed_negative_transfer_guard,combined_stress,texture_aliasing,slip_limited_grasp,3,84,0.702381,0.089931,0.602946,0.066270,0.234821,0.081283
proposed_negative_transfer_guard,combined_stress,texture_aliasing,slip_limited_grasp,4,84,0.642857,0.090507,0.603792,0.068207,0.236281,0.073704
proposed_negative_transfer_guard,combined_stress,texture_aliasing,slip_limited_grasp,5,84,0.761905,0.091083,0.604638,0.065681,0.234526,0.074129
proposed_negative_transfer_guard,combined_stress,texture_aliasing,slip_limited_grasp,6,84,0.714286,0.091659,0.605484,0.067321,0.235771,0.074553
proposed_negative_transfer_guard,combined_stress,texture_aliasing,peg_in_hole_contact_search,0,84,0.619048,0.085783,0.576301,0.071754,0.236733,0.076694
proposed_negative_transfer_guard,combined_stress,texture_aliasing,peg_in_hole_contact_search,1,84,0.583333,0.086407,0.577219,0.073133,0.237796,0.077152
proposed_negative_transfer_guard,combined_stress,texture_aliasing,peg_in_hole_contact_search,2,84,0.547619,0.087031,0.578137,0.074513,0.238859,0.077610
proposed_negative_transfer_guard,combined_stress,texture_aliasing,peg_in_hole_contact_search,3,84,0.666667,0.087655,0.579055,0.072023,0.237136,0.078068
proposed_negative_transfer_guard,combined_stress,texture_aliasing,peg_in_hole_contact_search,4,84,0.678571,0.088279,0.579973,0.072212,0.237342,0.078525
proposed_negative_transfer_guard,combined_stress,texture_aliasing,peg_in_hole_contact_search,5,84,0.738095,0.088903,0.580891,0.063206,0.236690,0.078983
proposed_negative_transfer_guard,combined_stress,texture_aliasing,peg_in_hole_contact_search,6,84,0.750000,0.089527,0.581809,0.063395,0.236896,0.079441
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cloth_edge_pull,0,84,0.654762,0.093186,0.600248,0.067062,0.236490,0.073989
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cloth_edge_pull,1,84,0.559524,0.093744,0.601067,0.069878,0.238581,0.074402
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cloth_edge_pull,2,84,0.642857,0.094302,0.601886,0.068231,0.237457,0.074814
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cloth_edge_pull,3,84,0.571429,0.094860,0.602705,0.070452,0.239118,0.075226
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cloth_edge_pull,4,84,0.619048,0.095418,0.603524,0.069698,0.238637,0.075638
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cloth_edge_pull,5,84,0.654762,0.095976,0.604343,0.069241,0.238370,0.076051
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cloth_edge_pull,6,84,0.607143,0.084528,0.605162,0.069666,0.239603,0.076199
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cable_threading,0,84,0.571429,0.090699,0.601557,0.074876,0.236214,0.079430
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cable_threading,1,84,0.702381,0.091257,0.602376,0.072038,0.234233,0.079842
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cable_threading,2,84,0.595238,0.091815,0.603195,0.067149,0.236538,0.080254
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cable_threading,3,84,0.559524,0.092373,0.604014,0.068477,0.237557,0.080667
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cable_threading,4,84,0.583333,0.092931,0.604833,0.068318,0.237504,0.081079
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cable_threading,5,84,0.607143,0.093489,0.605652,0.068158,0.237451,0.081491
proposed_negative_transfer_guard,combined_stress,texture_aliasing,cable_threading,6,84,0.619048,0.094047,0.606471,0.068297,0.237613,0.081903
proposed_negative_transfer_guard,combined_stress,texture_aliasing,lid_twist_force_control,0,84,0.666667,0.085673,0.575098,0.068369,0.234812,0.077667
proposed_negative_transfer_guard,combined_stress,texture_aliasing,lid_twist_force_control,1,84,0.666667,0.086279,0.575989,0.068841,0.235220,0.078113
proposed_negative_transfer_guard,combined_stress,texture_aliasing,lid_twist_force_control,2,84,0.630952,0.086885,0.576880,0.070207,0.236271,0.078558
proposed_negative_transfer_guard,combined_stress,texture_aliasing,lid_twist_force_control,3,84,0.726190,0.087491,0.559762,0.068298,0.234965,0.079003
proposed_negative_transfer_guard,combined_stress,texture_aliasing,lid_twist_force_control,4,84,0.726190,0.088097,0.560653,0.068771,0.235373,0.079449
proposed_negative_transfer_guard,combined_stress,texture_aliasing,lid_twist_force_control,5,84,0.630952,0.088703,0.561544,0.071624,0.237495,0.079894
proposed_negative_transfer_guard,combined_stress,texture_aliasing,lid_twist_force_control,6,84,0.726190,0.089309,0.562435,0.069716,0.236189,0.080339
proposed_negative_transfer_guard,combined_stress,taxel_bias,slip_limited_grasp,0,84,0.690476,0.088756,0.594699,0.067510,0.232215,0.078281
proposed_negative_transfer_guard,combined_stress,taxel_bias,slip_limited_grasp,1,84,0.678571,0.089296,0.595491,0.068229,0.232794,0.078681
proposed_negative_transfer_guard,combined_stress,taxel_bias,slip_limited_grasp,2,84,0.666667,0.089836,0.596283,0.068949,0.233372,0.079081
proposed_negative_transfer_guard,combined_stress,taxel_bias,slip_limited_grasp,3,84,0.595238,0.090376,0.597075,0.071157,0.235022,0.079481
proposed_negative_transfer_guard,combined_stress,taxel_bias,slip_limited_grasp,4,84,0.738095,0.090916,0.597867,0.068007,0.232814,0.079881
proposed_negative_transfer_guard,combined_stress,taxel_bias,slip_limited_grasp,5,84,0.666667,0.091456,0.598659,0.070215,0.234464,0.080281
proposed_negative_transfer_guard,combined_stress,taxel_bias,slip_limited_grasp,6,84,0.726190,0.091996,0.599451,0.069149,0.233757,0.080681
proposed_negative_transfer_guard,combined_stress,taxel_bias,peg_in_hole_contact_search,0,84,0.607143,0.093626,0.581527,0.071928,0.240151,0.079987
proposed_negative_transfer_guard,combined_stress,taxel_bias,peg_in_hole_contact_search,1,84,0.630952,0.094214,0.564382,0.071792,0.240119,0.080420
proposed_negative_transfer_guard,combined_stress,taxel_bias,peg_in_hole_contact_search,2,84,0.630952,0.094802,0.565246,0.072250,0.240515,0.080853
proposed_negative_transfer_guard,combined_stress,taxel_bias,peg_in_hole_contact_search,3,84,0.619048,0.095390,0.566110,0.073007,0.241125,0.081286
proposed_negative_transfer_guard,combined_stress,taxel_bias,peg_in_hole_contact_search,4,84,0.642857,0.083972,0.566974,0.071670,0.233089,0.081455
proposed_negative_transfer_guard,combined_stress,taxel_bias,peg_in_hole_contact_search,5,84,0.773810,0.084560,0.567838,0.060851,0.231127,0.073884
proposed_negative_transfer_guard,combined_stress,taxel_bias,peg_in_hole_contact_search,6,84,0.630952,0.085148,0.568702,0.064881,0.234095,0.074316
proposed_negative_transfer_guard,combined_stress,taxel_bias,cloth_edge_pull,0,84,0.583333,0.093865,0.594728,0.071235,0.236204,0.080352
proposed_negative_transfer_guard,combined_stress,taxel_bias,cloth_edge_pull,1,84,0.619048,0.094387,0.595493,0.070750,0.235913,0.080740
proposed_negative_transfer_guard,combined_stress,taxel_bias,cloth_edge_pull,2,84,0.583333,0.094909,0.596258,0.072052,0.236908,0.081127
proposed_negative_transfer_guard,combined_stress,taxel_bias,cloth_edge_pull,3,84,0.630952,0.095431,0.597023,0.071269,0.236403,0.081515
proposed_negative_transfer_guard,combined_stress,taxel_bias,cloth_edge_pull,4,84,0.523810,0.095953,0.597788,0.074356,0.238683,0.081902
proposed_negative_transfer_guard,combined_stress,taxel_bias,cloth_edge_pull,5,84,0.523810,0.084469,0.598553,0.073564,0.239035,0.082026
proposed_negative_transfer_guard,combined_stress,taxel_bias,cloth_edge_pull,6,84,0.547619,0.084991,0.599318,0.073377,0.238959,0.074409
proposed_negative_transfer_guard,combined_stress,taxel_bias,cable_threading,0,84,0.511905,0.092459,0.615666,0.071576,0.236434,0.078532
proposed_negative_transfer_guard,combined_stress,taxel_bias,cable_threading,1,84,0.654762,0.092981,0.598422,0.068413,0.234214,0.078920
proposed_negative_transfer_guard,combined_stress,taxel_bias,cable_threading,2,84,0.535714,0.093503,0.599187,0.071797,0.236709,0.079307
proposed_negative_transfer_guard,combined_stress,taxel_bias,cable_threading,3,84,0.583333,0.094025,0.599952,0.071015,0.236204,0.079695
proposed_negative_transfer_guard,combined_stress,taxel_bias,cable_threading,4,84,0.535714,0.094547,0.600717,0.072614,0.237413,0.080082
proposed_negative_transfer_guard,combined_stress,taxel_bias,cable_threading,5,84,0.583333,0.095069,0.601482,0.071832,0.236908,0.080470
proposed_negative_transfer_guard,combined_stress,taxel_bias,cable_threading,6,84,0.642857,0.095591,0.602247,0.070752,0.236189,0.080857
proposed_negative_transfer_guard,combined_stress,taxel_bias,lid_twist_force_control,0,84,0.619048,0.090438,0.575707,0.067076,0.236821,0.078840
proposed_negative_transfer_guard,combined_stress,taxel_bias,lid_twist_force_control,1,84,0.642857,0.091008,0.576544,0.066925,0.236777,0.079261
proposed_negative_transfer_guard,combined_stress,taxel_bias,lid_twist_force_control,2,84,0.678571,0.091578,0.559372,0.066477,0.236518,0.079681
proposed_negative_transfer_guard,combined_stress,taxel_bias,lid_twist_force_control,3,84,0.750000,0.092148,0.560209,0.065137,0.235616,0.080102
proposed_negative_transfer_guard,combined_stress,taxel_bias,lid_twist_force_control,4,84,0.666667,0.092718,0.561046,0.067665,0.237500,0.080522
proposed_negative_transfer_guard,combined_stress,taxel_bias,lid_twist_force_control,5,84,0.630952,0.093288,0.561883,0.069003,0.238527,0.080943
proposed_negative_transfer_guard,combined_stress,taxel_bias,lid_twist_force_control,6,84,0.630952,0.093858,0.562720,0.069448,0.238911,0.081363
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,slip_limited_grasp,0,84,0.654762,0.100311,0.594974,0.070314,0.234466,0.076620
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,slip_limited_grasp,1,84,0.809524,0.100917,0.595865,0.066918,0.232089,0.077065
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,slip_limited_grasp,2,84,0.607143,0.101523,0.596756,0.072450,0.236139,0.077510
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,slip_limited_grasp,3,84,0.523810,0.102129,0.597647,0.075006,0.238047,0.077956
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,slip_limited_grasp,4,84,0.583333,0.090729,0.598538,0.072790,0.237384,0.078137
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,slip_limited_grasp,5,84,0.654762,0.091335,0.599429,0.071476,0.236506,0.078582
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,slip_limited_grasp,6,84,0.666667,0.091941,0.600320,0.071651,0.236700,0.079027
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,peg_in_hole_contact_search,0,84,0.654762,0.097819,0.570759,0.075009,0.235994,0.081259
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,peg_in_hole_contact_search,1,84,0.547619,0.098473,0.571722,0.078197,0.238363,0.081738
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,peg_in_hole_contact_search,2,84,0.678571,0.099127,0.572685,0.075432,0.236446,0.082216
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,peg_in_hole_contact_search,3,84,0.666667,0.099781,0.573648,0.076239,0.237100,0.082694
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,peg_in_hole_contact_search,4,84,0.738095,0.100435,0.574611,0.074963,0.236254,0.083173
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,peg_in_hole_contact_search,5,84,0.607143,0.101089,0.575574,0.070742,0.239051,0.075647
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,peg_in_hole_contact_search,6,84,0.678571,0.101743,0.576537,0.069466,0.238206,0.076126
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cloth_edge_pull,0,84,0.595238,0.095184,0.597658,0.073005,0.238778,0.079645
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cloth_edge_pull,1,84,0.583333,0.095772,0.598522,0.073762,0.239388,0.080078
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cloth_edge_pull,2,84,0.654762,0.096360,0.599386,0.072435,0.238498,0.080511
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cloth_edge_pull,3,84,0.607143,0.096948,0.600250,0.074084,0.239751,0.080944
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cloth_edge_pull,4,84,0.595238,0.097536,0.601114,0.074841,0.240362,0.081377
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cloth_edge_pull,5,84,0.642857,0.098124,0.601978,0.074109,0.239901,0.081810
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cloth_edge_pull,6,84,0.595238,0.098712,0.602842,0.075758,0.241154,0.082243
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cable_threading,0,84,0.511905,0.091797,0.597617,0.072126,0.237902,0.076462
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cable_threading,1,84,0.488095,0.092385,0.598481,0.073180,0.238726,0.076895
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cable_threading,2,84,0.559524,0.092973,0.599345,0.071853,0.237837,0.077328
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cable_threading,3,84,0.619048,0.093561,0.600209,0.070824,0.237161,0.077761
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cable_threading,4,84,0.595238,0.094149,0.601073,0.071878,0.237986,0.078194
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cable_threading,5,84,0.654762,0.094737,0.601937,0.070849,0.237310,0.078627
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,cable_threading,6,84,0.666667,0.095325,0.602801,0.071010,0.237492,0.079060
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,lid_twist_force_control,0,84,0.678571,0.102275,0.558396,0.075719,0.237546,0.077372
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,lid_twist_force_control,1,84,0.666667,0.090905,0.559332,0.075312,0.238188,0.077574
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,lid_twist_force_control,2,84,0.738095,0.091541,0.560268,0.074022,0.237330,0.078040
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,lid_twist_force_control,3,84,0.583333,0.092177,0.561204,0.070382,0.240544,0.078506
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,lid_twist_force_control,4,84,0.690476,0.092813,0.562140,0.068199,0.239043,0.078972
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,lid_twist_force_control,5,84,0.607143,0.093449,0.563076,0.070778,0.240971,0.079438
proposed_negative_transfer_guard,combined_stress,transient_shear_spike,lid_twist_force_control,6,84,0.666667,0.094085,0.564012,0.069786,0.240328,0.079904
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,slip_limited_grasp,0,84,0.583333,0.101736,0.591465,0.080462,0.241316,0.084431
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,slip_limited_grasp,1,84,0.678571,0.102348,0.592365,0.078559,0.240014,0.084880
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,slip_limited_grasp,2,84,0.690476,0.102960,0.593265,0.078738,0.240211,0.085330
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,slip_limited_grasp,3,84,0.630952,0.103572,0.594165,0.080703,0.241695,0.085779
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,slip_limited_grasp,4,84,0.702381,0.104184,0.595065,0.079395,0.240821,0.086229
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,slip_limited_grasp,5,84,0.666667,0.104796,0.577956,0.080765,0.241876,0.078674
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,slip_limited_grasp,6,84,0.535714,0.105408,0.578856,0.084516,0.244645,0.079124
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,peg_in_hole_contact_search,0,84,0.630952,0.104032,0.556423,0.079633,0.237175,0.084364
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,peg_in_hole_contact_search,1,84,0.690476,0.104692,0.557395,0.078659,0.236547,0.084846
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,peg_in_hole_contact_search,2,84,0.619048,0.105352,0.558367,0.080959,0.238277,0.085329
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,peg_in_hole_contact_search,3,84,0.607143,0.106012,0.559339,0.081771,0.238935,0.085811
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,peg_in_hole_contact_search,4,84,0.607143,0.106672,0.560311,0.082285,0.239379,0.078290
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,peg_in_hole_contact_search,5,84,0.726190,0.107332,0.561283,0.079822,0.237681,0.078773
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,peg_in_hole_contact_search,6,84,0.607143,0.107992,0.562255,0.083313,0.240267,0.079255
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,cloth_edge_pull,0,84,0.369048,0.106593,0.591116,0.086673,0.247065,0.086328
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,cloth_edge_pull,1,84,0.559524,0.107187,0.591989,0.082375,0.244037,0.078761
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,cloth_edge_pull,2,84,0.595238,0.107781,0.592862,0.081945,0.243794,0.079198
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,cloth_edge_pull,3,84,0.595238,0.108375,0.593735,0.082409,0.244194,0.079635
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,cloth_edge_pull,4,84,0.678571,0.108969,0.594608,0.080789,0.243094,0.080073
proposed_negative_transfer_guard,combined_stress,compound_contact_shift,cloth_edge_pull,5,84,0.607143,0.109563,0.595481,0.083038,0.244779,0.080510
