method,split,seed,n,stress,mismatch,action_criticality,clean_retention,success,utility,deploy_utility,harmful_transfer_rate,tactile_event_f1,damage_rate,query_cost,regret,calibration_ece,risk_score
scratch_tactile_policy,clean_transfer,0,80,0.06,0.121263,0.54851,0.390032,0.571129,0.470572,0.470572,0.053065,0.451257,0.047097,0.054557,0.045117,0.128214,0.063529
scratch_tactile_policy,clean_transfer,1,80,0.06,0.121263,0.54851,0.390032,0.570215,0.469033,0.469033,0.053388,0.451252,0.047671,0.054592,0.045397,0.127863,0.063822
scratch_tactile_policy,clean_transfer,2,80,0.06,0.121263,0.54851,0.390032,0.571198,0.470246,0.470246,0.053229,0.450951,0.047424,0.054204,0.045524,0.128438,0.06379
scratch_tactile_policy,clean_transfer,3,80,0.06,0.121263,0.54851,0.390032,0.571345,0.469992,0.469992,0.053543,0.451007,0.047745,0.054519,0.045569,0.12792,0.06393
scratch_tactile_policy,clean_transfer,4,80,0.06,0.121263,0.54851,0.390032,0.571327,0.469816,0.469816,0.054091,0.450756,0.047631,0.054283,0.045773,0.127779,0.064068
scratch_tactile_policy,clean_transfer,5,80,0.06,0.121263,0.54851,0.390032,0.57158,0.469554,0.469554,0.053877,0.450621,0.048138,0.054611,0.046118,0.128228,0.064303
scratch_tactile_policy,clean_transfer,6,80,0.06,0.121263,0.54851,0.390032,0.571669,0.470169,0.470169,0.053903,0.451109,0.047451,0.054381,0.046052,0.128582,0.064108
scratch_tactile_policy,clean_transfer,7,80,0.06,0.121263,0.54851,0.390032,0.571808,0.470515,0.470515,0.053581,0.449954,0.047489,0.054603,0.04564,0.128518,0.063961
scratch_tactile_policy,clean_transfer,8,80,0.06,0.121263,0.54851,0.390032,0.570676,0.469797,0.469797,0.053024,0.451144,0.047358,0.05439,0.045661,0.128303,0.063685
scratch_tactile_policy,clean_transfer,9,80,0.06,0.121263,0.54851,0.390032,0.569816,0.467711,0.467711,0.05353,0.450756,0.048588,0.054679,0.045776,0.128196,0.064316
scratch_tactile_policy,combined_stress,0,80,0.88,0.362293,0.75471,0.359372,0.495292,0.320629,0.320629,0.113734,0.424803,0.081322,0.097919,0.071485,0.157394,0.105051
scratch_tactile_policy,combined_stress,1,80,0.88,0.362293,0.75471,0.359372,0.495684,0.320973,0.320973,0.113456,0.425894,0.081718,0.098052,0.070955,0.157564,0.105085
scratch_tactile_policy,combined_stress,2,80,0.88,0.362293,0.75471,0.359372,0.496822,0.32176,0.32176,0.113489,0.425399,0.082164,0.098163,0.071204,0.156744,0.105143
scratch_tactile_policy,combined_stress,3,80,0.88,0.362293,0.75471,0.359372,0.496207,0.321727,0.321727,0.113425,0.424924,0.081505,0.098037,0.070861,0.157343,0.104944
scratch_tactile_policy,combined_stress,4,80,0.88,0.362293,0.75471,0.359372,0.49586,0.321249,0.321249,0.113016,0.423853,0.081907,0.098222,0.070999,0.156778,0.10487
scratch_tactile_policy,combined_stress,5,80,0.88,0.362293,0.75471,0.359372,0.496073,0.321605,0.321605,0.113069,0.425677,0.081747,0.097942,0.070875,0.157224,0.104895
scratch_tactile_policy,combined_stress,6,80,0.88,0.362293,0.75471,0.359372,0.495424,0.319974,0.319974,0.114312,0.425148,0.082076,0.09821,0.071223,0.157298,0.105491
scratch_tactile_policy,combined_stress,7,80,0.88,0.362293,0.75471,0.359372,0.496076,0.321772,0.321772,0.113307,0.424936,0.081173,0.097943,0.071353,0.157231,0.104807
scratch_tactile_policy,combined_stress,8,80,0.88,0.362293,0.75471,0.359372,0.495966,0.320851,0.320851,0.113316,0.424115,0.082111,0.097993,0.071512,0.157654,0.105259
scratch_tactile_policy,combined_stress,9,80,0.88,0.362293,0.75471,0.359372,0.496206,0.322224,0.322224,0.112705,0.425682,0.081139,0.097909,0.07109,0.157777,0.104662
scratch_tactile_policy,friction_compliance_shift,0,80,0.58,0.26869,0.66551,0.371223,0.523018,0.376733,0.376733,0.085153,0.434365,0.073429,0.078595,0.060814,0.140646,0.088253
scratch_tactile_policy,friction_compliance_shift,1,80,0.58,0.26869,0.66551,0.371223,0.524294,0.378243,0.378243,0.084901,0.436756,0.0735,0.079196,0.059935,0.140446,0.08807
scratch_tactile_policy,friction_compliance_shift,2,80,0.58,0.26869,0.66551,0.371223,0.525092,0.379053,0.379053,0.085438,0.436645,0.07287,0.079085,0.060747,0.140256,0.08806
scratch_tactile_policy,friction_compliance_shift,3,80,0.58,0.26869,0.66551,0.371223,0.522321,0.375869,0.375869,0.086489,0.437178,0.072817,0.079069,0.060675,0.140304,0.088399
scratch_tactile_policy,friction_compliance_shift,4,80,0.58,0.26869,0.66551,0.371223,0.522857,0.37689,0.37689,0.085384,0.436211,0.07325,0.079339,0.05977,0.139661,0.087981
scratch_tactile_policy,friction_compliance_shift,5,80,0.58,0.26869,0.66551,0.371223,0.524803,0.378185,0.378185,0.086401,0.436765,0.073226,0.079225,0.060366,0.140028,0.088444
scratch_tactile_policy,friction_compliance_shift,6,80,0.58,0.26869,0.66551,0.371223,0.522934,0.376641,0.376641,0.085963,0.435829,0.072915,0.079236,0.060431,0.140691,0.088303
scratch_tactile_policy,friction_compliance_shift,7,80,0.58,0.26869,0.66551,0.371223,0.523916,0.378578,0.378578,0.084602,0.435239,0.072671,0.079187,0.060068,0.140395,0.087658
scratch_tactile_policy,friction_compliance_shift,8,80,0.58,0.26869,0.66551,0.371223,0.522658,0.376497,0.376497,0.085672,0.436806,0.073054,0.079021,0.060506,0.140016,0.088143
scratch_tactile_policy,friction_compliance_shift,9,80,0.58,0.26869,0.66551,0.371223,0.524158,0.377924,0.377924,0.085845,0.435852,0.07301,0.0788,0.060464,0.140754,0.088313
scratch_tactile_policy,heldout_geometry,0,80,0.48,0.23744,0.65071,0.375179,0.532668,0.40252,0.40252,0.078496,0.440976,0.059434,0.073538,0.056933,0.137051,0.079636
scratch_tactile_policy,heldout_geometry,1,80,0.48,0.23744,0.65071,0.375179,0.534826,0.40527,0.40527,0.077277,0.439382,0.059472,0.073619,0.056677,0.137,0.079201
scratch_tactile_policy,heldout_geometry,2,80,0.48,0.23744,0.65071,0.375179,0.534643,0.4047,0.4047,0.077716,0.439225,0.05956,0.073653,0.057062,0.136951,0.079413
scratch_tactile_policy,heldout_geometry,3,80,0.48,0.23744,0.65071,0.375179,0.532537,0.402691,0.402691,0.077774,0.43953,0.059525,0.073707,0.056834,0.136646,0.079342
scratch_tactile_policy,heldout_geometry,4,80,0.48,0.23744,0.65071,0.375179,0.533845,0.403082,0.403082,0.078058,0.439171,0.060187,0.073895,0.057306,0.13753,0.079897
scratch_tactile_policy,heldout_geometry,5,80,0.48,0.23744,0.65071,0.375179,0.535345,0.405688,0.405688,0.077756,0.439262,0.059138,0.073817,0.057016,0.136828,0.07924
scratch_tactile_policy,heldout_geometry,6,80,0.48,0.23744,0.65071,0.375179,0.534572,0.40482,0.40482,0.077531,0.441241,0.059537,0.073981,0.056588,0.13684,0.079275
scratch_tactile_policy,heldout_geometry,7,80,0.48,0.23744,0.65071,0.375179,0.534658,0.404387,0.404387,0.077409,0.44003,0.060176,0.073823,0.057086,0.136655,0.079492
scratch_tactile_policy,heldout_geometry,8,80,0.48,0.23744,0.65071,0.375179,0.534869,0.404268,0.404268,0.078255,0.439914,0.05992,0.07393,0.057493,0.136528,0.079701
scratch_tactile_policy,heldout_geometry,9,80,0.48,0.23744,0.65071,0.375179,0.533828,0.403826,0.403826,0.077598,0.439025,0.059592,0.073616,0.057307,0.137095,0.079436
scratch_tactile_policy,heldout_material,0,80,0.38,0.24009,0.61631,0.375169,0.539733,0.401266,0.401266,0.076671,0.439059,0.073274,0.069529,0.056528,0.136305,0.0841
scratch_tactile_policy,heldout_material,1,80,0.38,0.24009,0.61631,0.375169,0.53968,0.400381,0.400381,0.076853,0.439779,0.073906,0.069554,0.057387,0.136324,0.084491
scratch_tactile_policy,heldout_material,2,80,0.38,0.24009,0.61631,0.375169,0.54091,0.401512,0.401512,0.077023,0.440554,0.07423,0.069326,0.056896,0.136244,0.084609
scratch_tactile_policy,heldout_material,3,80,0.38,0.24009,0.61631,0.375169,0.53887,0.399244,0.399244,0.077288,0.439173,0.074283,0.069363,0.056959,0.136591,0.084788
scratch_tactile_policy,heldout_material,4,80,0.38,0.24009,0.61631,0.375169,0.540107,0.401202,0.401202,0.076962,0.439322,0.073382,0.069614,0.056803,0.137309,0.084448
scratch_tactile_policy,heldout_material,5,80,0.38,0.24009,0.61631,0.375169,0.539526,0.399992,0.399992,0.077215,0.440475,0.074098,0.06943,0.057084,0.136775,0.084738
scratch_tactile_policy,heldout_material,6,80,0.38,0.24009,0.61631,0.375169,0.54047,0.401646,0.401646,0.07685,0.439114,0.073507,0.069429,0.056892,0.136383,0.0843
scratch_tactile_policy,heldout_material,7,80,0.38,0.24009,0.61631,0.375169,0.540891,0.401944,0.401944,0.077219,0.439209,0.073643,0.069079,0.056572,0.136685,0.084499
scratch_tactile_policy,heldout_material,8,80,0.38,0.24009,0.61631,0.375169,0.539171,0.400115,0.400115,0.07743,0.439998,0.073486,0.06955,0.05676,0.136404,0.08448
scratch_tactile_policy,heldout_material,9,80,0.38,0.24009,0.61631,0.375169,0.53911,0.399884,0.399884,0.076895,0.439692,0.073775,0.069969,0.056845,0.137047,0.084532
scratch_tactile_policy,heldout_object,0,80,0.28,0.171086,0.59871,0.383543,0.550212,0.434685,0.434685,0.064786,0.445487,0.053903,0.06469,0.051084,0.132556,0.071479
scratch_tactile_policy,heldout_object,1,80,0.28,0.171086,0.59871,0.383543,0.55159,0.436686,0.436686,0.064143,0.445151,0.053935,0.064625,0.05006,0.132423,0.071146
scratch_tactile_policy,heldout_object,2,80,0.28,0.171086,0.59871,0.383543,0.552018,0.436618,0.436618,0.063957,0.445185,0.054434,0.064599,0.050724,0.132454,0.071344
scratch_tactile_policy,heldout_object,3,80,0.28,0.171086,0.59871,0.383543,0.552475,0.437946,0.437946,0.063135,0.446088,0.053699,0.065149,0.050312,0.132906,0.070826
scratch_tactile_policy,heldout_object,4,80,0.28,0.171086,0.59871,0.383543,0.553278,0.438384,0.438384,0.063727,0.445541,0.05383,0.064732,0.05055,0.133054,0.071127
scratch_tactile_policy,heldout_object,5,80,0.28,0.171086,0.59871,0.383543,0.55216,0.437713,0.437713,0.063738,0.445743,0.053532,0.064436,0.050307,0.132308,0.070859
scratch_tactile_policy,heldout_object,6,80,0.28,0.171086,0.59871,0.383543,0.551711,0.436894,0.436894,0.063558,0.445139,0.053741,0.064998,0.050596,0.13298,0.071027
scratch_tactile_policy,heldout_object,7,80,0.28,0.171086,0.59871,0.383543,0.552148,0.43686,0.43686,0.064386,0.445449,0.053933,0.064924,0.050481,0.133054,0.071384
scratch_tactile_policy,heldout_object,8,80,0.28,0.171086,0.59871,0.383543,0.551963,0.437057,0.437057,0.063865,0.445378,0.053851,0.064724,0.050594,0.132402,0.071069
scratch_tactile_policy,heldout_object,9,80,0.28,0.171086,0.59871,0.383543,0.552046,0.437225,0.437225,0.064259,0.4459,0.053576,0.064577,0.050372,0.13277,0.071143
scratch_tactile_policy,latency_contact_shift,0,80,0.76,0.299191,0.70671,0.367115,0.508006,0.352942,0.352942,0.09828,0.430142,0.070206,0.091178,0.064745,0.150896,0.09373
scratch_tactile_policy,latency_contact_shift,1,80,0.76,0.299191,0.70671,0.367115,0.507774,0.35276,0.35276,0.098935,0.428268,0.069879,0.090957,0.064616,0.150797,0.093797
scratch_tactile_policy,latency_contact_shift,2,80,0.76,0.299191,0.70671,0.367115,0.508437,0.353397,0.353397,0.098853,0.430066,0.069919,0.090975,0.064794,0.150557,0.093759
scratch_tactile_policy,latency_contact_shift,3,80,0.76,0.299191,0.70671,0.367115,0.508255,0.353081,0.353081,0.099267,0.43041,0.069675,0.090902,0.065163,0.150782,0.093884
scratch_tactile_policy,latency_contact_shift,4,80,0.76,0.299191,0.70671,0.367115,0.508452,0.353088,0.353088,0.09842,0.4299,0.070515,0.090724,0.065288,0.15036,0.093852
scratch_tactile_policy,latency_contact_shift,5,80,0.76,0.299191,0.70671,0.367115,0.509145,0.354258,0.354258,0.098671,0.429508,0.069623,0.090912,0.065108,0.151077,0.09371
scratch_tactile_policy,latency_contact_shift,6,80,0.76,0.299191,0.70671,0.367115,0.509432,0.35388,0.35388,0.09931,0.43047,0.070281,0.09114,0.064715,0.150789,0.094085
scratch_tactile_policy,latency_contact_shift,7,80,0.76,0.299191,0.70671,0.367115,0.508867,0.354659,0.354659,0.098024,0.429432,0.069376,0.090704,0.064714,0.150796,0.093306
scratch_tactile_policy,latency_contact_shift,8,80,0.76,0.299191,0.70671,0.367115,0.507827,0.353086,0.353086,0.098188,0.429002,0.069895,0.091128,0.064903,0.15014,0.09346
scratch_tactile_policy,latency_contact_shift,9,80,0.76,0.299191,0.70671,0.367115,0.508457,0.35377,0.35377,0.098441,0.428941,0.069912,0.090746,0.064463,0.150514,0.093575
scratch_tactile_policy,sensor_bias_shift,0,80,0.68,0.275466,0.68031,0.37013,0.515666,0.365773,0.365773,0.093578,0.433677,0.066817,0.089802,0.062736,0.154215,0.091239
scratch_tactile_policy,sensor_bias_shift,1,80,0.68,0.275466,0.68031,0.37013,0.516185,0.367414,0.367414,0.093093,0.43516,0.065781,0.08983,0.062182,0.154497,0.090676
scratch_tactile_policy,sensor_bias_shift,2,80,0.68,0.275466,0.68031,0.37013,0.516247,0.366459,0.366459,0.093392,0.435275,0.066801,0.089926,0.062662,0.154114,0.091144
scratch_tactile_policy,sensor_bias_shift,3,80,0.68,0.275466,0.68031,0.37013,0.515608,0.365742,0.365742,0.093852,0.434367,0.066747,0.089412,0.062779,0.154,0.091271
scratch_tactile_policy,sensor_bias_shift,4,80,0.68,0.275466,0.68031,0.37013,0.515913,0.366324,0.366324,0.093335,0.434574,0.066614,0.089931,0.062562,0.154076,0.091037
scratch_tactile_policy,sensor_bias_shift,5,80,0.68,0.275466,0.68031,0.37013,0.515901,0.3663,0.3663,0.093372,0.434489,0.066422,0.090193,0.062573,0.154715,0.091093
scratch_tactile_policy,sensor_bias_shift,6,80,0.68,0.275466,0.68031,0.37013,0.515356,0.366072,0.366072,0.092671,0.434403,0.066539,0.089727,0.062836,0.154128,0.09082
scratch_tactile_policy,sensor_bias_shift,7,80,0.68,0.275466,0.68031,0.37013,0.516111,0.367261,0.367261,0.092524,0.434516,0.066131,0.089708,0.062562,0.154345,0.090626
scratch_tactile_policy,sensor_bias_shift,8,80,0.68,0.275466,0.68031,0.37013,0.51565,0.36611,0.36611,0.093433,0.434739,0.066397,0.089762,0.062746,0.154453,0.091074
scratch_tactile_policy,sensor_bias_shift,9,80,0.68,0.275466,0.68031,0.37013,0.516624,0.367366,0.367366,0.092826,0.433992,0.066459,0.089813,0.062739,0.153926,0.090796
sensor_health_filter,clean_transfer,0,80,0.06,0.121263,0.54851,0.634117,0.667522,0.567597,0.567597,0.039642,0.651499,0.040266,0.123152,0.042222,0.097371,0.050528
sensor_health_filter,clean_transfer,1,80,0.06,0.121263,0.54851,0.634117,0.667253,0.567871,0.567871,0.039278,0.651432,0.039699,0.123457,0.042092,0.097488,0.050197
sensor_health_filter,clean_transfer,2,80,0.06,0.121263,0.54851,0.634117,0.667512,0.5678,0.5678,0.039126,0.651666,0.040303,0.12325,0.042252,0.097039,0.05031
sensor_health_filter,clean_transfer,3,80,0.06,0.121263,0.54851,0.634117,0.667065,0.567108,0.567108,0.04005,0.65007,0.040008,0.123512,0.042329,0.096763,0.05047
sensor_health_filter,clean_transfer,4,80,0.06,0.121263,0.54851,0.634117,0.666029,0.5659,0.5659,0.040332,0.651613,0.039903,0.123389,0.04266,0.097114,0.050623
sensor_health_filter,clean_transfer,5,80,0.06,0.121263,0.54851,0.634117,0.667457,0.568115,0.568115,0.039146,0.651716,0.039681,0.123349,0.042383,0.097198,0.050122
sensor_health_filter,clean_transfer,6,80,0.06,0.121263,0.54851,0.634117,0.667881,0.568851,0.568851,0.039146,0.651224,0.039299,0.123328,0.042388,0.096968,0.049937
sensor_health_filter,clean_transfer,7,80,0.06,0.121263,0.54851,0.634117,0.666761,0.566384,0.566384,0.040314,0.650585,0.040219,0.123776,0.042506,0.09701,0.050703
sensor_health_filter,clean_transfer,8,80,0.06,0.121263,0.54851,0.634117,0.668357,0.568253,0.568253,0.040034,0.651392,0.040178,0.123197,0.042576,0.096912,0.050581
sensor_health_filter,clean_transfer,9,80,0.06,0.121263,0.54851,0.634117,0.667355,0.567951,0.567951,0.039405,0.64995,0.039575,0.123444,0.042459,0.097021,0.050146
sensor_health_filter,combined_stress,0,80,0.88,0.362293,0.75471,0.598589,0.598989,0.438948,0.438948,0.080636,0.633558,0.060479,0.207285,0.062496,0.11166,0.076747
sensor_health_filter,combined_stress,1,80,0.88,0.362293,0.75471,0.598589,0.599097,0.438625,0.438625,0.081745,0.631672,0.060597,0.206911,0.0623,0.111571,0.077133
sensor_health_filter,combined_stress,2,80,0.88,0.362293,0.75471,0.598589,0.598757,0.437504,0.437504,0.08233,0.631861,0.060901,0.20716,0.062648,0.11263,0.077673
sensor_health_filter,combined_stress,3,80,0.88,0.362293,0.75471,0.598589,0.597666,0.437015,0.437015,0.081789,0.631987,0.060501,0.207387,0.062429,0.112276,0.077251
sensor_health_filter,combined_stress,4,80,0.88,0.362293,0.75471,0.598589,0.598461,0.437223,0.437223,0.0818,0.632749,0.061579,0.207017,0.062183,0.111809,0.077556
sensor_health_filter,combined_stress,5,80,0.88,0.362293,0.75471,0.598589,0.598751,0.437994,0.437994,0.081499,0.634302,0.060847,0.2074,0.062463,0.111997,0.077237
sensor_health_filter,combined_stress,6,80,0.88,0.362293,0.75471,0.598589,0.598265,0.437697,0.437697,0.081512,0.631271,0.060768,0.207061,0.0623,0.111918,0.077181
sensor_health_filter,combined_stress,7,80,0.88,0.362293,0.75471,0.598589,0.599051,0.438174,0.438174,0.081542,0.633172,0.061054,0.207012,0.06248,0.112226,0.077373
sensor_health_filter,combined_stress,8,80,0.88,0.362293,0.75471,0.598589,0.598518,0.437778,0.437778,0.081426,0.631044,0.061134,0.207183,0.062142,0.11161,0.07722
sensor_health_filter,combined_stress,9,80,0.88,0.362293,0.75471,0.598589,0.598964,0.437574,0.437574,0.081811,0.631962,0.061757,0.206889,0.062469,0.111409,0.077584
sensor_health_filter,friction_compliance_shift,0,80,0.58,0.26869,0.66551,0.61201,0.622743,0.485769,0.485769,0.06227,0.640243,0.055113,0.175777,0.053578,0.10294,0.066002
sensor_health_filter,friction_compliance_shift,1,80,0.58,0.26869,0.66551,0.61201,0.623123,0.485965,0.485965,0.062644,0.640844,0.055231,0.175327,0.053751,0.102711,0.06615
sensor_health_filter,friction_compliance_shift,2,80,0.58,0.26869,0.66551,0.61201,0.623165,0.486046,0.486046,0.062635,0.640723,0.055225,0.175408,0.053621,0.102646,0.06612
sensor_health_filter,friction_compliance_shift,3,80,0.58,0.26869,0.66551,0.61201,0.621501,0.48446,0.48446,0.061945,0.639709,0.055445,0.175397,0.053858,0.102617,0.065987
sensor_health_filter,friction_compliance_shift,4,80,0.58,0.26869,0.66551,0.61201,0.621484,0.484113,0.484113,0.062237,0.641149,0.055537,0.175923,0.054036,0.102272,0.066077
sensor_health_filter,friction_compliance_shift,5,80,0.58,0.26869,0.66551,0.61201,0.621822,0.484404,0.484404,0.06216,0.640478,0.055588,0.175863,0.054016,0.102797,0.066163
sensor_health_filter,friction_compliance_shift,6,80,0.58,0.26869,0.66551,0.61201,0.621047,0.483696,0.483696,0.062453,0.639767,0.055409,0.175613,0.054002,0.102738,0.066183
sensor_health_filter,friction_compliance_shift,7,80,0.58,0.26869,0.66551,0.61201,0.623498,0.486473,0.486473,0.061839,0.639906,0.055401,0.175511,0.053883,0.102885,0.065985
sensor_health_filter,friction_compliance_shift,8,80,0.58,0.26869,0.66551,0.61201,0.622211,0.48448,0.48448,0.063218,0.640655,0.055368,0.17552,0.054048,0.103343,0.06654
sensor_health_filter,friction_compliance_shift,9,80,0.58,0.26869,0.66551,0.61201,0.622455,0.484793,0.484793,0.062281,0.641735,0.05576,0.175562,0.054281,0.10316,0.066361
sensor_health_filter,heldout_geometry,0,80,0.48,0.23744,0.65071,0.616488,0.631229,0.505057,0.505057,0.057995,0.642945,0.047523,0.16495,0.051511,0.101119,0.06113
sensor_health_filter,heldout_geometry,1,80,0.48,0.23744,0.65071,0.616488,0.631228,0.506413,0.506413,0.05578,0.64355,0.047052,0.165422,0.05118,0.101044,0.060151
sensor_health_filter,heldout_geometry,2,80,0.48,0.23744,0.65071,0.616488,0.631632,0.505197,0.505197,0.058242,0.643456,0.047451,0.165164,0.051799,0.101673,0.061315
sensor_health_filter,heldout_geometry,3,80,0.48,0.23744,0.65071,0.616488,0.631651,0.506077,0.506077,0.057107,0.642724,0.047209,0.165711,0.051248,0.100714,0.060609
sensor_health_filter,heldout_geometry,4,80,0.48,0.23744,0.65071,0.616488,0.630801,0.505424,0.505424,0.057003,0.643174,0.046915,0.16515,0.051632,0.101278,0.060602
sensor_health_filter,heldout_geometry,5,80,0.48,0.23744,0.65071,0.616488,0.632318,0.506723,0.506723,0.056746,0.642876,0.047327,0.165755,0.051431,0.100947,0.060592
sensor_health_filter,heldout_geometry,6,80,0.48,0.23744,0.65071,0.616488,0.631872,0.505923,0.505923,0.056992,0.644334,0.04771,0.165478,0.051523,0.10088,0.060818
sensor_health_filter,heldout_geometry,7,80,0.48,0.23744,0.65071,0.616488,0.631556,0.505982,0.505982,0.057534,0.64275,0.047131,0.165226,0.051063,0.100975,0.060753
sensor_health_filter,heldout_geometry,8,80,0.48,0.23744,0.65071,0.616488,0.631741,0.505717,0.505717,0.05774,0.64378,0.047296,0.165656,0.051553,0.100846,0.060911
sensor_health_filter,heldout_geometry,9,80,0.48,0.23744,0.65071,0.616488,0.631352,0.506023,0.506023,0.056973,0.644419,0.046969,0.165336,0.0515,0.100669,0.060489
sensor_health_filter,heldout_material,0,80,0.38,0.24009,0.61631,0.618321,0.638701,0.508421,0.508421,0.056803,0.643241,0.056243,0.156004,0.051929,0.101334,0.064119
sensor_health_filter,heldout_material,1,80,0.38,0.24009,0.61631,0.618321,0.638014,0.507832,0.507832,0.056992,0.643935,0.05636,0.15556,0.051476,0.101113,0.064142
sensor_health_filter,heldout_material,2,80,0.38,0.24009,0.61631,0.618321,0.638442,0.508542,0.508542,0.056903,0.643919,0.056105,0.155971,0.051107,0.100897,0.063939
sensor_health_filter,heldout_material,3,80,0.38,0.24009,0.61631,0.618321,0.638179,0.50857,0.50857,0.05621,0.642956,0.05614,0.155638,0.051378,0.100751,0.063718
sensor_health_filter,heldout_material,4,80,0.38,0.24009,0.61631,0.618321,0.63877,0.508486,0.508486,0.056903,0.642879,0.05683,0.155671,0.051103,0.100196,0.064088
sensor_health_filter,heldout_material,5,80,0.38,0.24009,0.61631,0.618321,0.637963,0.508181,0.508181,0.056628,0.644769,0.056176,0.155518,0.05128,0.10088,0.063887
sensor_health_filter,heldout_material,6,80,0.38,0.24009,0.61631,0.618321,0.638874,0.509205,0.509205,0.05634,0.643094,0.056111,0.155788,0.05123,0.101059,0.063791
sensor_health_filter,heldout_material,7,80,0.38,0.24009,0.61631,0.618321,0.637806,0.507779,0.507779,0.056945,0.64321,0.056149,0.156062,0.051311,0.100826,0.063978
sensor_health_filter,heldout_material,8,80,0.38,0.24009,0.61631,0.618321,0.638794,0.508035,0.508035,0.057198,0.644267,0.056832,0.156101,0.051421,0.101387,0.064435
sensor_health_filter,heldout_material,9,80,0.38,0.24009,0.61631,0.618321,0.638825,0.509269,0.509269,0.056831,0.643369,0.055688,0.155771,0.051494,0.10021,0.063671
sensor_health_filter,heldout_object,0,80,0.28,0.171086,0.59871,0.625743,0.64905,0.53678,0.53678,0.047269,0.647833,0.043617,0.145359,0.046475,0.098923,0.0551
sensor_health_filter,heldout_object,1,80,0.28,0.171086,0.59871,0.625743,0.648776,0.536074,0.536074,0.047304,0.648045,0.04393,0.145244,0.046863,0.099636,0.055398
sensor_health_filter,heldout_object,2,80,0.28,0.171086,0.59871,0.625743,0.648897,0.536508,0.536508,0.047623,0.646125,0.043716,0.14486,0.046364,0.099192,0.055295
sensor_health_filter,heldout_object,3,80,0.28,0.171086,0.59871,0.625743,0.648683,0.535662,0.535662,0.047662,0.648064,0.044399,0.145051,0.046444,0.099541,0.055639
sensor_health_filter,heldout_object,4,80,0.28,0.171086,0.59871,0.625743,0.650072,0.538385,0.538385,0.046834,0.646992,0.04318,0.14546,0.046176,0.099013,0.054772
sensor_health_filter,heldout_object,5,80,0.28,0.171086,0.59871,0.625743,0.649477,0.537235,0.537235,0.047671,0.647713,0.043498,0.144808,0.046377,0.099191,0.05523
sensor_health_filter,heldout_object,6,80,0.28,0.171086,0.59871,0.625743,0.64839,0.536396,0.536396,0.047124,0.646804,0.04336,0.145606,0.046151,0.09917,0.054965
sensor_health_filter,heldout_object,7,80,0.28,0.171086,0.59871,0.625743,0.648931,0.536583,0.536583,0.047197,0.646816,0.043577,0.145167,0.046956,0.099163,0.055151
sensor_health_filter,heldout_object,8,80,0.28,0.171086,0.59871,0.625743,0.648536,0.536398,0.536398,0.047263,0.648371,0.043396,0.145201,0.046579,0.099232,0.05508
sensor_health_filter,heldout_object,9,80,0.28,0.171086,0.59871,0.625743,0.649261,0.536861,0.536861,0.047041,0.646353,0.043896,0.145799,0.046192,0.099097,0.055131
sensor_health_filter,latency_contact_shift,0,80,0.76,0.299191,0.70671,0.605959,0.609699,0.463624,0.463624,0.071519,0.634469,0.053605,0.194511,0.057448,0.108728,0.070002
sensor_health_filter,latency_contact_shift,1,80,0.76,0.299191,0.70671,0.605959,0.609901,0.463826,0.463826,0.071253,0.635342,0.053722,0.194635,0.057642,0.108256,0.069891
sensor_health_filter,latency_contact_shift,2,80,0.76,0.299191,0.70671,0.605959,0.609071,0.462964,0.462964,0.071508,0.635232,0.053534,0.194609,0.057719,0.108583,0.069972
sensor_health_filter,latency_contact_shift,3,80,0.76,0.299191,0.70671,0.605959,0.608935,0.463421,0.463421,0.07092,0.63484,0.05332,0.19425,0.057487,0.108442,0.069643
sensor_health_filter,latency_contact_shift,4,80,0.76,0.299191,0.70671,0.605959,0.608301,0.462561,0.462561,0.070861,0.6356,0.05346,0.194058,0.057833,0.109099,0.069829
sensor_health_filter,latency_contact_shift,5,80,0.76,0.299191,0.70671,0.605959,0.609944,0.464546,0.464546,0.070336,0.634518,0.053338,0.194379,0.057706,0.108734,0.069525
sensor_health_filter,latency_contact_shift,6,80,0.76,0.299191,0.70671,0.605959,0.608664,0.462804,0.462804,0.071746,0.635125,0.053355,0.194095,0.057447,0.1084,0.069925
sensor_health_filter,latency_contact_shift,7,80,0.76,0.299191,0.70671,0.605959,0.609101,0.462451,0.462451,0.071919,0.633937,0.053994,0.194434,0.057804,0.108813,0.070337
sensor_health_filter,latency_contact_shift,8,80,0.76,0.299191,0.70671,0.605959,0.609586,0.462742,0.462742,0.072418,0.634751,0.054058,0.194418,0.057596,0.108755,0.0705
sensor_health_filter,latency_contact_shift,9,80,0.76,0.299191,0.70671,0.605959,0.608871,0.462457,0.462457,0.071806,0.635592,0.053839,0.1945,0.057435,0.109093,0.070253
sensor_health_filter,sensor_bias_shift,0,80,0.68,0.275466,0.68031,0.609442,0.61886,0.479404,0.479404,0.065409,0.63884,0.050897,0.187504,0.055353,0.111622,0.067207
sensor_health_filter,sensor_bias_shift,1,80,0.68,0.275466,0.68031,0.609442,0.617388,0.477111,0.477111,0.066576,0.639424,0.051344,0.187473,0.05531,0.111498,0.067747
sensor_health_filter,sensor_bias_shift,2,80,0.68,0.275466,0.68031,0.609442,0.617642,0.477817,0.477817,0.065795,0.640251,0.051616,0.186746,0.055141,0.110768,0.067437
